id,location,sample date,Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,Petroleum hydrocarbons,PAHs,Benzo(a)pyrene,"Benzo(g,h,i)perylene",Benzo(b)fluoranthene,Benzo(k)fluoranthene,Fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,PCB 52,PCB 101,PCB 138,PCB 153,PCB 180,Silica (SiO2),Oxygen saturation,Total hardness,Total dissolved salts,Heptachloroepoxide,Heptachlor,Endosulfan (alpha),Endosulfan (beta),"p,p-DDD","p,p-DDE",alpha-Hexachlorocyclohexane,beta-Hexaxchlorocyclohexane,Aldrin,Dieldrin,Endrin,Methoxychlor,Simazine,Metolachlor,Alachlor,Carbonates,Total nitrogen,Tetrachloromethane,Barium,Cyanides,Sulfides,Selenium,Total organic carbon,"1,2,4-Trichlorobenzene","1,2,3-Trichlorobenzene",Pentachlorobenzene,Acenaphthene,Acenaphthylene,Anthracene,Benzo(a)anthracene,Chrysene,Naphthalene,Phenanthrene,Pyrene,Hexachlorobenzene,Isodrin,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Berilium,Boron,AGOC-3A,Methylosmoline,Chlorodinine,Total dissolved phosphorus,day,month,year
,Boonsri,10-Feb-06,4.5,9.476666666666667,0.42333333333333334,0.028,1.4799999999999998,0.23333333333333336,0.25666666666666665,13.666666666666666,3.0,52.36666666666667,9.376666666666667,19.736666666666668,34.89000000000001,0.123,0.04133333333333333,16.0,5.907333333333333,1.618,4.4159999999999995,,0.025000000000000005,0.8696666666666667,,2.0100000000000002,8.936666666666667,4.656666666666667,,0.08566666666666667,,1.8666666666666665,0.13699999999999998,0.014666666666666666,0.025666666666666667,0.03766666666666667,170.80000000000004,0.05000000000000001,,0.005066666666666666,,,,,,,,,,,,,,,4.06,86.73333333333333,94.82666666666665,220.0,,,0.25166666666666665,,,0.0055,,0.007333333333333333,0.076,,,,,0.013000000000000001,0.11166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,2006.0
,Boonsri,10-Jan-08,2.0,11.996666666666664,0.569,0.013999999999999999,1.386,0.09000000000000001,0.18666666666666665,23.666666666666668,3.0,36.699999999999996,20.706666666666667,19.06,33.0,,0.029333333333333333,,,,,,,,,3.2466666666666666,9.040000000000001,2.3000000000000003,,,,,,,,,205.36666666666667,0.048999999999999995,,,,,,,,,,,,,,,,,10.0,86.53333333333335,99.53333333333335,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,2008.0
,Boonsri,10-Jul-03,25.666666666666668,6.616666666666666,0.41933333333333334,0.043000000000000003,1.3633333333333333,0.053,0.061,17.6,2.9333333333333336,43.81666666666666,9.053333333333333,19.310000000000002,32.199999999999996,0.065,0.021,8.1,5.701666666666667,1.0313333333333334,6.343333333333334,0.48100000000000004,,0.28800000000000003,,4.016666666666667,10.47,4.866666666666667,,,,,32.5,2.9600000000000004,,,162.66666666666666,0.02566666666666667,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,2003.0
,Boonsri,10-Jul-16,24.0,,0.03966666666666666,0.014666666666666666,0.10466666666666667,0.018000000000000002,0.07666666666666666,,,,,,,,,,,,,,,,,2.313333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03266666666666667,10.0,7.0,2016.0
,Boonsri,10-Jun-05,27.400000333333335,5.923333333333333,0.16533333333333333,0.07600000000000001,0.8813333333333334,0.051666666666666666,0.06066666666666667,12.333333333333334,2.0,41.423335,10.993333333333334,19.826666333333332,19.543333333333333,1.6663333333333332,0.09325,30.0,3.4146666666666667,1.1686666666666667,4.010000000000001,9.288666666666666,0.0,,,2.6733333333333333,8.08,6.373333333333334,,0.05533333333333334,,1.91,,,0.0,0.23633333333333337,161.63333633333335,0.025000000000000005,,,,,,,,,,,,,,,,,4.616666666666666,75.830002,83.81333433333333,187.66666666666666,0.0,0.002,0.002,0.0,0.07166666666666667,0.10433333333333333,0.0,0.2916666666666667,0.0,0.0,0.011333333333333334,,,0.04933333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,2005.0
,Boonsri,10-Jun-15,18.166666666666668,,0.04966666666666667,0.021,0.9376666666666665,0.04566666666666667,0.053,,,,,,,,,,,,,,,,,1.4533333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3916666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04833333333333334,10.0,6.0,2015.0
,Boonsri,10-Mar-00,5.666666666666667,11.266666666666666,0.30000000000000004,0.036666666666666674,2.2900000000000005,0.03,0.09000000000000001,17.400000000000002,2.4,62.06666666666666,9.4,19.900000000000002,46.93333333333334,0.8633333333333333,0.03333333333333333,31.666666666666668,30.866666666666664,18.326666666666668,116.89999999999999,0.17333333333333334,,,,6.0,11.766666666666666,7.733333333333333,,0.02666666666666667,,1.8,0.54,0.01,0.016666666666666666,0.016666666666666666,183.0,0.043333333333333335,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,2000.0
,Boonsri,10-Mar-01,7.333333333333333,9.6,0.25,0.03,1.9900000000000002,0.05333333333333334,0.06333333333333334,15.533333333333333,2.733333333333333,48.0,14.566666666666665,18.466666666666665,41.36666666666667,,,,,,,,,,,3.733333333333333,21.666666666666668,5.966666666666666,,,,1.89,,,,,177.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,2001.0
,Boonsri,10-Mar-11,7.0,,0.131,0.011333333333333334,1.5666666666666667,0.17300000000000001,0.19666666666666666,,,,,,,,,,,,,,,,,,,,,,,,5.400000000000001,0.5766666666666667,,,,,,0.02466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,2011.0
,Boonsri,10-Mar-16,7.0,8.9,0.053,0.055,1.77,0.009000000000000001,0.027999999999999997,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,10.0,3.0,2016.0
,Boonsri,10-May-07,16.0,8.263333333333334,0.38799999999999996,0.02266666666666667,1.0693333333333335,0.09000000000000001,0.14,16.0,3.0,50.21333333333333,10.993333333333332,15.24,45.0,0.6543333333333333,0.09933333333333334,53.333333333333336,9.17,3.107666666666667,1.085,61.01333333333334,0.044333333333333336,5.2443333333333335,,2.35,7.303333333333334,3.5199999999999996,,0.07633333333333332,,1.8366666666666667,5.1000000000000005,0.43,0.03866666666666666,0.005,168.76666666666665,0.031,,0.06433333333333334,,,,,,,,,,,,,,,6.023333333333333,84.10000000000001,95.53333333333335,230.0,0.005,0.005,0.007666666666666668,0.016999999999999998,0.005333333333333333,0.005,0.005,0.005666666666666667,0.030333333333333337,0.005,0.008666666666666668,,0.063,0.038,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,2007.0
,Boonsri,10-May-12,18.0,8.18,0.155,0.034,3.57,0.047,0.09300000000000001,,,,,20.66,44.6,,,,,,,,,,,3.0,17.43,3.1,,,,,,,,,199.47,,,,,,,,,,,,,,,,,,,89.1,4.46,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,2012.0
,Boonsri,10-Nov-00,8.833333333333334,10.3,0.5033333333333333,0.036666666666666674,1.31,0.08666666666666667,0.11666666666666665,16.5,2.466666666666667,55.13333333333333,11.0,15.700000000000001,48.9,0.4066666666666667,0.11,182.33333333333334,22.333333333333332,15.0,16.666666666666668,0.6,,,,3.0,8.5,3.9,,,,2.0566666666666666,2.0833333333333335,,,,179.0,0.05333333333333334,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,2000.0
,Boonsri,10-Oct-02,17.0,8.200000000000001,0.5133333333333333,0.021666666666666667,1.27,0.17333333333333334,0.22999999999999998,,,50.79999999999999,13.233333333333334,24.53333333333333,34.56666666666666,0.7033333333333333,0.11333333333333333,51.333333333333336,5.41,8.956666666666667,9.723333333333331,0.3333333333333333,,1.0733333333333333,,3.0666666666666664,10.566666666666668,4.233333333333333,,0.0,,,1.14,0.10333333333333333,0.0,0.0,189.1,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,2002.0
,Boonsri,10-Oct-08,19.166666666666668,7.213333333333334,0.09833333333333334,0.02566666666666667,0.4183333333333333,0.016666666666666666,0.07633333333333332,19.333333333333332,3.0,54.276666666666664,12.61,21.183333333333334,39.11666666666667,,0.015,,,,,,,,,1.1966666666666665,10.38,2.7600000000000002,,,,,,,,,197.23333333333335,0.025000000000000005,,,,,,,,,,,,,,,,,4.015,77.23666666666668,106.68,250.0,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,2008.0
,Boonsri,10-Oct-99,17.0,8.733333333333333,0.10500000000000001,0.02,1.2850000000000001,0.035,0.055,14.2,3.8,49.0,14.4,22.0,37.5,0.345,0.02,22.5,15.5,11.0,20.5,0.845,,,,3.3499999999999996,10.85,3.1,,,,,0.37,0.015,0.01,0.025,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,1999.0
,Boonsri,10-Sep-04,22.0,6.576666666666667,0.129,0.028999999999999998,0.9700000000000001,0.07100000000000001,0.085,13.0,3.0,51.913333333333334,12.286666666666667,18.523333333333333,31.53333333333333,0.2976666666666667,0.052750000000000005,0.0,7.671333333333333,1.0456666666666667,7.5006666666666675,0.5299999999999999,,3.313333333333333,,2.49,8.253333333333332,4.79,,,,1.9433333333333334,10.5,,0.015,0.03366666666666667,189.1,0.009666666666666665,,,,,,,,,,,,,,,,,11.049999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,2004.0
,Boonsri,10-Sep-10,23.333333333333332,,0.502,0.027,0.8656666666666667,0.23666666666666666,0.2866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,2010.0
,Boonsri,10-Sep-14,23.5,7.85,0.0,0.0145,0.5042,0.077,0.12,20.0,2.0,26.08,10.67,21.3,31.23,,,,,,,,,,,1.35,10.87,2.28,,,,,,,,,180.56,0.126,,,,,,,,,,,,,,,,,,94.36,159.22,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,10.0,9.0,2014.0
,Boonsri,11-Apr-14,11.833333333333334,10.846666666666666,0.013666666666666666,0.01333333333333333,0.8966666666666666,0.016333333333333335,0.06033333333333333,19.666666666666668,2.0,48.56999999999999,11.316666666666668,12.916666666666666,28.883333333333336,,,,,,,,,,,2.22,9.3,3.03,,,,,,,,,154.33,0.12633333333333333,,,,,,,,,,,,,,,,,,103.59666666666668,168.22,196.33333333333334,,,,,,,,,,,,,,,,,1.21,,,,,,4.059666666666668,,,,,,,,,,,,,,,,5.766666666666666,,,,,,,,,,,,11.0,4.0,2014.0
,Boonsri,11-Apr-98,7.5,8.45,0.13,0.055,2.5700000000000003,0.045,0.08499999999999999,13.75,3.4,50.5,13.8,21.5,47.5,1.045,0.01,21.5,23.5,21.5,27.5,0.305,0.0,4.5,0.0,1.75,10.350000000000001,3.95,0.0,0.0,0.0,1.045,0.0,0.0,0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,1998.0
,Boonsri,11-Dec-14,5.0,11.756666666666666,0.07686666666666668,0.0168,1.1740000000000002,0.11933333333333333,0.16033333333333333,22.666666666666668,2.3333333333333335,28.563333333333333,13.58,12.273333333333333,35.38,,,46.666666666666664,3.516,1.2706666666666668,1.9013333333333333,0.0,0.005666666666666667,,1.4266666666666665,1.6000000000000003,12.413333333333332,2.0,,,,,,,0.0,0.0,175.27333333333334,0.06866666666666667,,,,,,,,,,,,,,,,,,95.03666666666668,130.63,251.0,,,,,,,,,,,,,,,,,1.75,,,,,,1.9236666666666666,,,,,,,,,,,,,,,,2.6333333333333333,,,,,,,,,,,,11.0,12.0,2014.0
,Boonsri,11-Feb-05,2.733333333333333,10.933333333333335,0.3416666666666666,0.038,2.1766666666666663,0.09466666666666668,0.10999999999999999,15.666666666666666,2.3333333333333335,61.59333433333333,13.903333333333334,22.870000333333337,30.533334,2.001666666666667,0.0335,46.333333333333336,15.265666666666668,1.2823333333333333,3.9506666666666668,1.0973333333333335,0.0,1.4286666666666665,,3.7433333333333336,6.696666666666666,4.32,,,,1.9299999999999997,0.15733333333333333,0.04,,,225.700002,0.025000000000000005,,0.013333333333333334,0.01,,,,,,,,,,,,,,,,118.90666700000001,262.6666666666667,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,2005.0
,Boonsri,11-Feb-99,1.7666666666666666,11.066666666666668,0.6566666666666666,0.02666666666666667,2.106666666666667,0.06333333333333334,0.10333333333333335,12.199999999999998,2.4,62.03333333333334,19.400000000000002,28.276666666666667,51.29999999999999,0.7600000000000001,0.15,62.666666666666664,22.333333333333332,15.0,34.0,11.739999999999997,,,,6.483333333333333,17.19,8.466666666666667,,,,,0.012999999999999998,0.0072499999999999995,0.04,0.009333333333333334,221.63333333333333,,,0.006266666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,1999.0
,Boonsri,11-Jan-07,4.166666666666667,12.299999999999999,0.22666666666666668,0.043333333333333335,0.79,0.10000000000000002,0.14,16.333333333333332,3.0,52.29999999999999,13.833333333333334,21.8,31.2,0.18900000000000003,0.0205,39.666666666666664,4.554333333333333,1.2169999999999999,3.703666666666667,0.276,0.04033333333333333,2.092,,2.1333333333333333,8.233333333333334,2.4,,0.06,,1.7400000000000002,2.2,0.21666666666666667,0.08766666666666667,0.006666666666666667,197.23333333333335,0.04699999999999999,,0.02766666666666667,,,,,,,,,,,,,,,11.549999999999999,94.06666666666668,98.33333333333333,244.0,0.010333333333333335,0.005,0.044000000000000004,0.09766666666666668,0.03666666666666667,0.009666666666666669,0.005,0.016666666666666666,0.021666666666666667,0.005,0.005,,0.09566666666666666,0.009333333333333334,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,2007.0
,Boonsri,11-Jan-09,6.0,11.076666666666668,0.3516666666666666,0.019,1.202,0.022000000000000002,0.038,21.0,3.0,60.580000000000005,21.016666666666666,28.00333333333333,34.54,,0.051333333333333335,,,,,,,,,1.86,6.933333333333333,2.4233333333333333,0.0,,,,,,,,215.53333333333333,0.05000000000000001,,,,,,,,,,,,,,,,,7.974,91.89999999999999,117.13333333333333,273.3333333333333,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,2009.0
,Boonsri,11-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.114,0.275,0.24,,11.0,1.0,2015.0
,Boonsri,11-Jan-98,2.0,9.1,0.33,0.01,1.47,0.06,0.09,13.9,3.5,52.0,9.7,19.2,36.7,4.95,0.01,21.0,22.0,17.0,0.0,0.0,0.0,5.0,0.0,3.6,13.8,4.8,0.0,0.0,0.0,0.0,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1998.0
,Boonsri,11-Jul-08,24.5,6.786666666666666,0.02,0.016666666666666666,0.926,0.03333333333333333,0.105,18.0,3.3333333333333335,46.72,12.286666666666667,17.843333333333334,34.806666666666665,,0.04766666666666667,,,,,,,,1.2466666666666668,2.14,7.333333333333333,2.3233333333333337,,0.5,,,8.9,0.9666666666666668,0.0055000000000000005,0.04,178.9333333333333,0.034333333333333334,,0.017,0.01,,0.0075,,0.009866666666666668,0.007913333333333333,0.005840000000000001,,,,0.001,0.002,0.002,0.002,3.2086666666666672,80.38333333333334,93.89333333333333,227.33333333333334,,,,,,,,,0.0256,,0.025000000000000005,,,,,,,,,,0.10000000000000002,,,0.001,0.001,0.001,0.0030000000000000005,0.004,0.016553333333333333,0.0035,0.0030000000000000005,0.026406666666666665,0.005,0.0029266666666666664,0.02,0.025000000000000005,,,,,,,,,,,,,,,11.0,7.0,2008.0
,Boonsri,11-Jul-98,18.0,6.85,0.13,0.025,1.5699999999999998,0.065,0.11,11.7,2.4,46.1,12.7,20.6,39.6,0.33,0.0045000000000000005,18.5,8.5,0.0,0.0,0.0,0.0,4.5,0.0,1.7,0.0,3.0999999999999996,0.0,0.0,0.0,0.0,0.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,1998.0
,Boonsri,11-Jun-04,19.5,6.496666666666666,0.238,0.028,0.5473333333333333,0.03866666666666666,0.04566666666666667,14.0,2.0,49.02333333333333,10.023333333333333,19.9,14.833333333333334,0.5736666666666667,0.09433333333333332,76.66666666666667,14.626666666666665,2.6023333333333336,2.2743333333333333,2.031,,3.5766666666666667,,4.133333333333334,10.42,5.406666666666666,,,,1.9366666666666668,,,0.013,0.1,191.13333333333333,0.0,,,,,,,,,,,,,,,,,2.6253333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,2004.0
,Boonsri,11-Mar-05,6.666666666666667,10.916666666666666,0.25333333333333335,0.028,2.0733333333333337,0.06833333333333334,0.07500000000000001,18.666666666666668,2.3333333333333335,61.716666,12.286666666666667,24.38,22.400000333333335,2.0269999999999997,0.07175000000000001,61.666666666666664,4.8276666666666666,2.1496666666666666,7.259666666666667,0.7256666666666667,0.11566666666666668,1.6023333333333334,,2.813333333333334,8.403333333333334,4.9799999999999995,,0.0,,1.9000000000000001,,,0.0,0.043333333333333335,234.8333333333333,0.025000000000000005,,,0.01,,,,,,,,,,,,,,6.6433333333333335,,116.10666666666667,261.0,0.0,0.0,0.0,0.0,0.05000000000000001,0.030000000000000002,0.0,0.04800000000000001,0.0,0.0,0.022333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,2005.0
,Boonsri,11-Mar-99,5.599999999999999,10.699999999999998,0.56,0.03,1.383333333333333,0.036666666666666674,0.07,12.6,2.6,59.04333333333333,10.67,22.006666666666664,40.5,0.7533333333333333,0.05666666666666667,54.333333333333336,36.0,5.0,7.333333333333333,3.466666666666667,,,,6.833333333333333,15.833333333333334,8.860000000000001,,,,1.8333333333333333,0.54,0.14,0.014066666666666667,0.03333333333333333,160.63333333333333,,,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,1999.0
