location,sample date,Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Calcium,Magnesium,Chlorides,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),day,month,year
Decha,16-Mar-12,3.4,12.53,0.32299999999999995,0.024,0.64,0.096,0.11199999999999999,60.02,16.67,66.0,2.14,19.32,7.4,16.0,3.0,2012.0
Decha,16-Sep-10,15.0,9.2,0.035,0.018000000000000002,0.406,0.052000000000000005,0.055999999999999994,68.3,21.9,188.0,11.2,32.2,13.04,16.0,9.0,2010.0
Decha,17-Apr-10,17.5,12.2,0.28600000000000003,0.012,0.7090000000000001,0.03,0.114,33.5,6.92,21.05,1.3,11.5,10.09,17.0,4.0,2010.0
Decha,17-Aug-09,21.0,8.12,0.177,0.016,0.257,0.012,0.09,53.6,6.0,122.4,6.2,36.6,9.6,17.0,8.0,2009.0
Decha,17-Aug-12,20.7,8.84,0.0,0.011000000000000001,0.462,0.045,0.161,73.36,5.5,80.37,2.97,23.0,3.2,17.0,8.0,2012.0
Decha,17-Dec-11,1.0,13.3,0.111,0.032,0.7979999999999999,0.055999999999999994,0.185,53.2,11.0,103.7,3.1,12.88,4.6,17.0,12.0,2011.0
Decha,17-Dec-15,4.7,13.9,0.495,0.015,0.56,0.026000000000000002,0.14906344827586204,77.67,28.26,73.723625,4.7,17.7,7.172734042553191,17.0,12.0,2015.0
Decha,17-Feb-09,4.3,13.04,0.081,0.013000000000000001,0.6940000000000001,0.034849324324324325,0.14906344827586204,53.81873255813954,13.078590361445785,73.723625,4.2,24.0,5.57,17.0,2.0,2009.0
Decha,17-Feb-12,13.27375,13.8,0.389,0.025,0.518,0.048,0.384,48.43,11.84,34.57,5.7,31.6,8.9,17.0,2.0,2012.0
Decha,17-Feb-13,13.27375,13.49,0.282,0.022000000000000002,0.557,0.023,0.11800000000000001,63.76,13.2,46.33,3.83,15.0,4.0,17.0,2.0,2013.0
Decha,17-Jan-10,2.2,13.2,6.138,0.022000000000000002,0.981,0.049,0.071,54.98,10.0,87.55,5.6,18.69,7.6,17.0,1.0,2010.0
Decha,17-Jan-15,2.0,13.5,1.32,0.018000000000000002,1.4380000000000002,0.025,0.099,73.29,14.27,127.07,4.5,35.6,7.172734042553191,17.0,1.0,2015.0
Decha,17-Jul-14,20.1,7.9,0.177,0.027000000000000003,0.293,0.0105,0.225,53.81873255813954,13.078590361445785,73.723625,1.5,47.8,8.0,17.0,7.0,2014.0
Decha,17-Jul-16,24.7,8.1,0.11900000000000001,0.04,0.22399999999999998,0.051,0.413,42.11,5.51,70.45,2.8,57.9,8.8,17.0,7.0,2016.0
Decha,17-Jun-10,19.5,9.2,0.115,0.017,1.236,0.048,0.248,48.45,4.97,70.19,2.7,32.34,16.1,17.0,6.0,2010.0
Decha,17-Jun-11,22.4,7.8,0.07,0.046,0.18,0.071,0.10800000000000001,53.9,11.8,58.2,3.0,12.87,5.4,17.0,6.0,2011.0
Decha,17-Jun-12,23.4,7.76,0.11699999999999999,0.023,0.608,0.0,0.08900000000000001,59.63,11.3,74.09,1.48,42.6,12.71,17.0,6.0,2012.0
Decha,17-Jun-13,20.0,10.0,0.0,0.015,0.295,0.078,0.14400000000000002,64.5,6.62,144.43,5.0,25.8,8.0,17.0,6.0,2013.0
Decha,17-Mar-09,9.6,11.9,0.162,0.023,1.5390000000000001,0.011000000000000001,0.024,54.0,11.5,67.3,3.3,13.0,9.9,17.0,3.0,2009.0
Decha,17-Mar-11,4.0,12.9,0.162,0.021,0.915,0.099,0.24,50.0,15.9,37.2,1.7,18.4,8.4,17.0,3.0,2011.0
Decha,17-Mar-13,13.27375,11.88,0.207,0.021,0.649,0.062,0.138,49.05,13.88,34.57,3.73,48.17,11.0,17.0,3.0,2013.0
Decha,17-May-09,22.0,12.1,0.051,0.02,0.242,0.02,0.046,74.5,5.4,11.4,5.8,28.0,16.2,17.0,5.0,2009.0
Decha,17-Nov-16,13.27375,10.912323232323232,0.29100000000000004,0.026000000000000002,0.56,0.033,0.19699999999999998,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,17.0,11.0,2016.0
Decha,17-Oct-15,14.9,10.5,0.354,0.027999999999999997,0.595,0.033,0.081,47.33,18.41,91.85,2.3,29.7,4.8,17.0,10.0,2015.0
Decha,17-Oct-16,13.27375,10.912323232323232,0.109,0.024,0.474,0.009000000000000001,0.136,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,17.0,10.0,2016.0
Decha,17-Sep-16,21.1,10.912323232323232,0.062,0.012,0.35700000000000004,0.021,0.10099999999999999,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,17.0,9.0,2016.0
Decha,18-Apr-13,13.27375,11.7,0.163,0.013999999999999999,0.855,0.019,0.057999999999999996,46.6,12.88,19.54,3.6,37.0,6.0,18.0,4.0,2013.0
Decha,18-Apr-15,13.0,11.0,0.245,0.026000000000000002,0.741,0.016,0.075,37.98,21.02,73.723625,1.1,28.1,6.9,18.0,4.0,2015.0
Decha,18-Aug-11,23.0,7.9,0.065,0.034,1.023,0.057999999999999996,0.087,51.9,2.6,81.2,2.4,22.0,5.0,18.0,8.0,2011.0
Decha,18-Aug-13,23.0,8.94,0.0,0.02,0.52,0.06,0.12,53.96,7.7,59.2,3.91,12.5,4.38,18.0,8.0,2013.0
Decha,18-Feb-16,6.7,13.2,0.172,0.065,0.26,0.028999999999999998,0.196,34.78,15.48,36.83,4.2,19.8,4.5,18.0,2.0,2016.0
Decha,18-Jan-14,1.0,14.5,0.457,0.019,0.932,0.015,0.077,53.81873255813954,13.078590361445785,68.1,3.6,12.5,3.7,18.0,1.0,2014.0
Decha,18-Jul-13,28.0,9.4,0.075,0.01,0.251,0.09699999999999999,0.213,53.17,7.7,57.12,5.1,31.3,6.0,18.0,7.0,2013.0
Decha,18-Jul-15,21.4,9.2,0.0,0.009000000000000001,0.5,0.052000000000000005,0.14,46.8,12.3,73.723625,3.612173913043478,32.1,3.8,18.0,7.0,2015.0
Decha,18-Jun-15,24.1,8.7,0.057,0.012,0.293,0.034,0.036000000000000004,52.46,10.06,28.2,1.1,32.1,7.172734042553191,18.0,6.0,2015.0
Decha,18-Mar-10,7.08,12.1,0.267,0.013000000000000001,0.8640000000000001,0.02,0.055,47.97,10.38,36.1,2.7,30.72,5.5,18.0,3.0,2010.0
Decha,18-Mar-16,8.4,11.4,0.077,0.018000000000000002,0.505,0.017,0.12,53.81873255813954,13.078590361445785,73.723625,3.4,35.9,4.7,18.0,3.0,2016.0
Decha,18-May-13,22.9,11.0,0.0,0.011000000000000001,0.518,0.10400000000000001,0.26,65.41,6.44,58.26,5.1,12.5,6.6,18.0,5.0,2013.0
Decha,18-Nov-10,3.0,13.5,0.165,0.02,0.9440000000000001,0.008,0.026000000000000002,66.5,15.5,139.0,4.5,12.5,7.5,18.0,11.0,2010.0
Decha,18-Nov-11,9.0,6.5,0.07200000000000001,0.03,0.706,0.055999999999999994,0.16399999999999998,50.0,11.5,32.3,3.612173913043478,8.3,6.46,18.0,11.0,2011.0
Decha,18-Nov-12,8.0,11.2,0.076,0.011000000000000001,0.748,0.013999999999999999,0.076,45.69,12.92,37.23,1.29,0.0,4.74,18.0,11.0,2012.0
Decha,18-Oct-14,10.8,9.7,0.12,0.026000000000000002,0.992,0.0,0.066,96.79,20.41,199.1,4.6,39.6,4.9,18.0,10.0,2014.0
Decha,18-Sep-09,15.5,9.61,0.17,0.018000000000000002,1.083,0.04,0.221,39.5,7.2,40.3,3.03,35.44,12.08,18.0,9.0,2009.0
Decha,19-Apr-12,13.2,12.1,0.258,0.018000000000000002,0.63,0.044000000000000004,0.158,39.631,15.51,31.8,4.47,22.08,6.86,19.0,4.0,2012.0
Decha,19-Apr-14,13.0,9.8,0.74,0.018000000000000002,0.7190000000000001,0.015,0.267,43.34,21.02,20.15,2.41,12.5,8.8,19.0,4.0,2014.0
Decha,19-Aug-15,13.27375,10.912323232323232,0.057999999999999996,0.012,0.302,0.0,0.11900000000000001,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,19.0,8.0,2015.0
Decha,19-Aug-16,22.3,9.4,0.146,0.0,0.017,0.085,0.154,43.75,3.5,76.66,4.9,42.0,8.3,19.0,8.0,2016.0
Decha,19-Feb-10,1.0,12.7,0.331,0.023,1.181,0.018000000000000002,0.078,76.15,16.0,76.43,4.8,18.54,10.7,19.0,2.0,2010.0
Decha,19-Feb-11,0.2,14.3,0.24,0.017,0.636,0.033,0.212,60.9,17.9,60.9,5.8,13.9,6.4,19.0,2.0,2011.0
Decha,19-Jul-09,27.6,7.8,0.038,0.013000000000000001,0.14800000000000002,0.021,0.021,48.1,5.9,63.2,3.8,27.02,14.0,19.0,7.0,2009.0
Decha,19-Jun-16,23.2,9.0,0.09,0.006999999999999999,0.397,0.031,0.16899999999999998,47.8,13.51,107.48,5.1,56.3,12.6,19.0,6.0,2016.0
Decha,19-May-10,21.3,9.3,0.055999999999999994,0.015,0.7090000000000001,0.02,0.113,43.9,4.06,56.15,1.7,15.09,6.9,19.0,5.0,2010.0
Decha,19-May-12,12.0,8.32,0.29600000000000004,0.027999999999999997,0.46,0.040999999999999995,0.086,39.82,6.29,17.51,1.85,33.41,11.87,19.0,5.0,2012.0
Decha,19-May-16,18.7,8.0,0.052000000000000005,0.013000000000000001,0.257,0.024,0.23399999999999999,51.94,15.75,104.94,4.3,39.4,8.4,19.0,5.0,2016.0
Decha,19-Oct-10,13.2,10.2,0.019,0.004,0.748,0.11800000000000001,0.20199999999999999,69.1,11.9,109.2,3.0,33.3,11.1,19.0,10.0,2010.0
Decha,19-Oct-12,9.6,11.21,0.036000000000000004,0.016,0.8320000000000001,0.013000000000000001,0.071,40.36,9.23,59.56,2.3,25.75,4.0,19.0,10.0,2012.0
Decha,19-Oct-13,5.0,11.3,0.040999999999999995,0.015,0.9209999999999999,0.015,0.037000000000000005,66.27,16.68,180.0,2.1,12.5,3.5,19.0,10.0,2013.0
Decha,19-Sep-13,22.5,10.7,0.037000000000000005,0.012,0.539,0.01,0.015,56.5,17.25,75.16,3.1,49.0,5.3,19.0,9.0,2013.0
Decha,19-Sep-15,14.9,10.2,0.0,0.033,0.42,0.03,0.07200000000000001,34.7,10.81,91.04,4.9,45.0,5.1,19.0,9.0,2015.0
Decha,2-Feb-13,13.27375,10.912323232323232,0.457,0.011000000000000001,1.048,0.038,0.52,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,2.0,2.0,2013.0
Decha,20-Aug-15,24.1,8.3,0.105,0.013000000000000001,0.304,0.0,0.13699999999999998,61.7,15.66,73.723625,2.3,18.7,7.0,20.0,8.0,2015.0
Decha,20-Aug-16,13.27375,10.912323232323232,0.191,0.01,0.205,0.07400000000000001,0.293,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,20.0,8.0,2016.0
Decha,20-Feb-15,13.27375,10.912323232323232,0.6559999999999999,0.02,1.103,0.02,0.107,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,20.0,2.0,2015.0
Decha,20-Jan-12,1.7,13.2,0.326,0.024,0.9079999999999999,0.021,0.07,49.7,3.69,59.81,2.1,12.0,4.1,20.0,1.0,2012.0
Decha,20-Jan-13,13.27375,12.58,0.16899999999999998,0.013000000000000001,0.853,0.028999999999999998,0.092,57.14,12.51,34.71,2.58,12.5,4.0,20.0,1.0,2013.0
Decha,20-Jul-11,23.5,10.2,0.052000000000000005,0.023,0.631,0.0,0.033,54.5,19.4,66.7,2.6,14.7,6.3,20.0,7.0,2011.0
Decha,20-Jul-12,18.6,8.88,0.105,0.025,0.5579999999999999,0.053,0.158,43.35,26.283,84.87,2.15,29.76,16.96,20.0,7.0,2012.0
Decha,20-Jun-09,24.8,9.87,0.051,0.005,0.19899999999999998,0.081,2.1382,45.6,12.9,104.5,5.6,39.6,10.1,20.0,6.0,2009.0
Decha,20-Mar-14,4.6,12.6,0.5660000000000001,0.016,0.735,0.486,0.66,53.81873255813954,13.078590361445785,73.723625,5.4,36.0,10.3,20.0,3.0,2014.0
Decha,20-May-11,22.1,9.3,0.087,0.05,0.524,0.013000000000000001,0.08900000000000001,49.2,17.3,115.3,4.3,14.78,5.1,20.0,5.0,2011.0
Decha,20-Nov-09,6.7,12.9,0.17,0.025,1.122,0.038,0.124,54.8,10.6,35.4,4.43,27.59,10.8,20.0,11.0,2009.0
Decha,20-Nov-14,4.0,13.8,0.39299999999999996,0.036000000000000004,1.131,0.019,0.083,74.77,29.36,113.56,4.1,31.1,5.3,20.0,11.0,2014.0
Decha,20-Nov-15,9.0,10.2,0.15,0.024,0.627,0.016,0.086,63.77,28.25,73.723625,1.9,22.2,8.2,20.0,11.0,2015.0
Decha,20-Nov-16,9.1,12.1,0.095,0.026000000000000002,0.316,0.067,0.19699999999999998,51.98,13.23,73.723625,4.0,17.1,4.5,20.0,11.0,2016.0
Decha,20-Sep-12,15.5,11.4,0.054000000000000006,0.012,0.561,0.021,0.253,54.42,6.12,39.06,3.27,14.0,5.7139999999999995,20.0,9.0,2012.0
Decha,20-Sep-14,16.5,6.6,0.244,0.045,0.36200000000000004,0.026000000000000002,0.08900000000000001,64.41,3.81,199.61,3.3,44.5,3.7,20.0,9.0,2014.0
Decha,21-Aug-10,21.6,13.5,0.03,0.003,0.413,0.026000000000000002,0.07,50.0,18.8,163.9,4.89,22.0,14.6,21.0,8.0,2010.0
Decha,21-Aug-14,13.27375,10.912323232323232,0.18899999999999997,0.013000000000000001,0.569,0.0105,0.303,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,21.0,8.0,2014.0
Decha,21-Feb-14,13.27375,10.912323232323232,1.05,0.008,0.9470000000000001,0.0,0.015,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,21.0,2.0,2014.0
Decha,21-Jan-09,5.1,13.2,0.631,0.015,0.546,0.20199999999999999,0.82,44.7,13.078590361445785,73.723625,4.7,13.2,13.2,21.0,1.0,2009.0
Decha,21-Jan-11,2.3,13.0,0.509,0.016,0.9540000000000001,0.012,0.106,21.4,13.078590361445785,89.0,2.6,15.3,8.4,21.0,1.0,2011.0
Decha,21-Jan-16,6.1,12.6,0.257,0.019,0.754,0.03,0.157,54.19,13.65,73.723625,3.0,47.2,3.6,21.0,1.0,2016.0
Decha,21-Jun-14,23.0,11.7,0.36700000000000005,0.023,0.8420000000000001,0.0105,0.012,56.18,15.86,35.05,2.8,18.5,3.4,21.0,6.0,2014.0
Decha,21-Mar-15,5.5,13.2,0.66,0.083,0.677,0.066,0.21,69.35,28.53,73.723625,4.3,28.9,5.6,21.0,3.0,2015.0
Decha,21-Nov-13,4.0,13.3,0.24,0.033,0.768,0.062,0.109,69.62,19.63,160.94,5.5,12.5,6.0,21.0,11.0,2013.0
Decha,22-May-15,18.7,11.4,0.11199999999999999,0.02,0.531,0.034849324324324325,0.14906344827586204,40.9,10.09,70.15,4.1,31.8,4.8,22.0,5.0,2015.0
Decha,23-Apr-09,8.0,11.8,0.021,0.015,1.002,0.019,0.043,48.9,13.1,81.5,5.7,26.226881720430107,10.8,23.0,4.0,2009.0
Decha,23-Dec-16,13.27375,10.912323232323232,0.11699999999999999,0.022000000000000002,0.9520000000000001,0.026000000000000002,0.12,53.81873255813954,13.078590361445785,23.6,3.612173913043478,26.226881720430107,7.172734042553191,23.0,12.0,2016.0
Decha,23-Jan-14,13.27375,10.912323232323232,0.84,0.017,0.9740000000000001,0.015,0.084,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,23.0,1.0,2014.0
Decha,23-Jul-14,13.27375,10.912323232323232,0.1,0.01,0.33799999999999997,0.0105,0.066,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,23.0,7.0,2014.0
Decha,23-May-14,13.27375,10.912323232323232,0.297,0.025,0.495,0.033,0.17300000000000001,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,23.0,5.0,2014.0
Decha,24-Jul-15,13.27375,10.912323232323232,0.27,0.022000000000000002,0.157,0.069,0.092,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,24.0,7.0,2015.0
Decha,24-Jul-16,13.27375,10.912323232323232,0.051,0.009000000000000001,0.19699999999999998,0.017,0.379,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,24.0,7.0,2016.0
Decha,24-Sep-15,13.27375,10.912323232323232,0.053,0.021,0.337,0.066,0.114,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,24.0,9.0,2015.0
Decha,25-Apr-14,13.27375,10.912323232323232,0.317,0.032,0.7190000000000001,0.042,0.285,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,25.0,4.0,2014.0
Decha,25-Jan-13,13.27375,10.912323232323232,0.177,0.017,0.574,0.018000000000000002,0.141,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,25.0,1.0,2013.0
Decha,25-Oct-14,13.27375,10.912323232323232,0.146,0.044000000000000004,0.7190000000000001,0.009000000000000001,0.05,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,25.0,10.0,2014.0
Decha,26-Mar-14,13.27375,10.912323232323232,0.56,0.034,0.887,0.019,0.092,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,26.0,3.0,2014.0
Decha,26-Sep-14,13.27375,10.912323232323232,0.142,0.027999999999999997,0.624,0.01,0.091,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,26.0,9.0,2014.0
Decha,27-Aug-15,13.27375,10.912323232323232,0.077,0.012,0.214,0.0,0.135,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,27.0,8.0,2015.0
Decha,27-Aug-16,13.27375,10.912323232323232,0.107,0.016,0.226,0.040999999999999995,0.14300000000000002,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,27.0,8.0,2016.0
Decha,27-Jul-13,19.5,9.83,0.059000000000000004,0.013999999999999999,0.599,0.052000000000000005,0.121,53.81873255813954,13.078590361445785,49.6,3.612173913043478,26.226881720430107,7.0,27.0,7.0,2013.0
Decha,27-Jul-14,13.27375,10.912323232323232,0.134,0.012,0.214,0.0105,0.059000000000000004,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,27.0,7.0,2014.0
Decha,27-Jun-14,19.5,10.912323232323232,0.063,0.016,0.447,0.0105,0.015,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,27.0,6.0,2014.0
Decha,27-Nov-14,13.27375,10.912323232323232,0.34600000000000003,0.037000000000000005,0.7290000000000001,0.027999999999999997,0.076,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,27.0,11.0,2014.0
Decha,3-Aug-13,13.27375,10.912323232323232,0.071,0.027000000000000003,0.61,0.03,0.154,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,3.0,8.0,2013.0
Decha,31-Aug-14,16.2,7.2,0.147,0.016,0.257,0.013000000000000001,0.065,53.81873255813954,13.078590361445785,93.93,3.612173913043478,26.226881720430107,6.0,31.0,8.0,2014.0
Decha,7-Apr-13,13.27375,10.912323232323232,0.042,0.067,0.44799999999999995,0.013999999999999999,0.068,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,7.0,4.0,2013.0
Decha,7-Feb-16,13.27375,10.912323232323232,0.32299999999999995,0.012,0.794,0.01,0.091,53.81873255813954,13.078590361445785,73.723625,3.612173913043478,26.226881720430107,7.172734042553191,7.0,2.0,2016.0
